Tweet,Sentiment
Wetin Bible talk about money and poverty ?,Neutral
E sey : “ So that I no go too rich make I come deny you sey ,Neutral
E dey tell me sey no oga better pass the one wey e dey work for .,Neutral
But now wey I don join am dey pioneer ,Positive
Wetin go help us no be like people wey only like money ?,Neutral
E mean sey dem no love God at all . ”,Neutral
Wetin go help us no be like people wey only like enjoyment ?,Positive
( Read 2 Timothy 3 : 1 - 5 ,Negative
3 : 12 ) We still know sey person wey get love “ no dey boast ,Positive
I know sey dem really like me . So I no want do anything wey go make dem vex . ”,Neutral
( Read John 13 : 34 ,Positive
E cure blind people ,Neutral
( Read Isaiah 11 : 6 ,Neutral
You fit read this kind story for “ The Bible Changes Lives ,Negative
Make we dey let people know sey we be Jehovah Witness .,Neutral
3 Get Faith and Dey Obey Like Noah ,Neutral
28 Joy ​ — Na Character Wey God Dey Give Us,Neutral
Noah follow the true God waka . ” ​ — Gen .,Neutral
9 ,Positive
( Read Malachi 3 : 17 ,Positive
( b ) Which kind eye Jehovah take look Daniel ?,Neutral
( b ) Wetin papa and mama fit learn from Daniel papa and mama ?,Neutral
( Read Job 1 : 9 ,Neutral
19 ,Neutral
1 - 3 . ( a ) Wetin go help us hold Jehovah tight for this wicked world ?,Neutral
( Read Daniel 6 : 7 - 10 . ),Neutral
( Read Job 31 : 24 - 28 . ),Neutral
( Read Psalm 11 : 5 ; 26 : 4 . ),Neutral
1 : 1 - 3 ) So ask yourself ,Neutral
Enoch wey be Noah great - grandpapa do wetin God like .,Neutral
22 : 15 - 18 ; Heb . 11 : 10 ) Jesus talk sey : “ Abraham wey be una papa happy well well sey e go see my day . ”,Neutral
E dey hard me to explain the kind joy wey we get . ”,Positive
[ But ] God don use im spirit show us this things . ” ( 1 Cor .,Positive
Jesus tell us the answer .,Positive
( 3 ) If we dey try to “ think like Jesus ,Neutral
( Read 1 Corinthians 2 : 14 - 16 . ),Neutral
Wetin Bible talk about people wey God spirit dey direct ?,Neutral
Wetin we fit learn from the example of Jacob ?,Neutral
Wetin we fit learn from the example of Mary ?,Neutral
( Read Luke 1 : 46 - 55 . ),Neutral
( Read Isaiah 63 : 9 ; Mark 6 : 34 . ),Neutral
One sister for Brazil wey im name na Rachel talk sey : “ Before ,Neutral
Because of that one ,Neutral
But the truth wey I learn from Bible ,Neutral
E no easy for me to change ,Neutral
So if we dey copy Jesus example ,Neutral
Dem sey : “ We see everything wey e do . ”,Negative
If we dey think like Jesus ,Positive
The brother sey : “ I no dey do any bad thing . I dey serve Jehovah but my mind no really dey .,Neutral
If person see me ,Neutral
E sey : “ E just be like sey I no know anything .,Negative
I come tell myself sey ,Positive
E talk sey : “ I come dey study Bible well well ,Neutral
But the one wey better pass be sey ,Neutral
( 3 ) If our friendship with Jehovah strong ,Positive
( b ) Wetin suppose dey our mind when we dey study and when we dey think about wetin we don learn ?,Neutral
( b ) Which person example for Bible we fit copy ?,Positive
12 ,Neutral
( Read 2 Peter 1 : 5 - 8 . ),Neutral
If we dey think like Jesus ,Neutral
Wetin be the “ useless things ” wey we no go put hand ?,Neutral
The things wey I plan to do go make me use my life do Jehovah work ?,Neutral
Why you want make God spirit continue to direct you ?,Negative
Apostle Peter advice brothers for im time sey : “ Dey do good to unaself and no complain . ” ( 1 Pet .,Neutral
Get up make you baptize . ” ​ — ACTS 22 : 16 .,Neutral
Wetin papa and mama need to dey sure of before their pikin baptize ?,Positive
E sey : “ For some months ,Neutral
Dem want make I know sey baptism na serious matter .,Positive
I come baptize for December 31 ,Neutral
5 ,Positive
( Read Colossians 1 : 9 ,Neutral
E tell Jehovah sey e dey happy as im daughter talk sey e want give am im life . ”,Neutral
( Read 1 Peter 3 : 20 ,Neutral
Why e no good make we force person baptize ?,Positive
Which question we go answer for the next topic ?,Neutral
If you be papa or mama ,Neutral
The first question na ,Neutral
How we fit take do good to people wey come meeting ?,Neutral
( Read 3 John 5 - 8 . ),Positive
The brother talk sey : “ I first dey fear sey we no go fit do am because e never too tey wey I marry ,Neutral
But we enjoy am as this brothers and sisters stay with us .,Neutral
Me and my wife come see sey ,Neutral
Why we need to do good to people wey just join our congregation ?,Neutral
( Read Luke 10 : 41 ,Neutral
E get one evening wey my wife just dey miss house well well . I do wetin I fit do to help am ,Positive
Later ,Neutral
The girl dey study Bible with Jehovah Witness ,Positive
E hear sey new missionary don come ,Neutral
We tell am make e come inside and we give am water drink .,Neutral
If you dey fear about how e go be if you invite people come your house ,Positive
One brother for Britain wey be elder talk sey : “ Plenty things fit dey worry person for mind when e dey prepare for im visitor .,Neutral
But the truth be sey ,Negative
Even if na only coffee I give my visitor ,Neutral
Another elder talk sey : “ When I invite brothers and sisters come my house ,Neutral
The wife of one of the brother wey dey teach for the school dem ,Positive
The sister sey when im and im husband dey do circuit work ,Positive
Wetin e talk make me remember wetin my mama dey tell us when we small ,Positive
( Read Proverbs 25 : 21 ,Neutral
People dey like to prepare well well for their visitor ( Check paragraph 20 ),Positive
For Bible ,Neutral
Dem no dey worry even if their family no get this kind thing to enjoy .,Negative
Why we really need to “ dey do good ” to our brothers and sisters ?,Neutral
Two brothers dey give tract to one painter wey dey ontop bridge for front of Kaštilac . Kaštilac na one military building wey dem build for olden days near one city wey dem dey call Split,Positive
( Read Titus 2 : 11 - 14 . ),Positive
E sey : “ Graham dey carry shoulder . Na im problem be that .,Neutral
E dey talk bad about the elders wey handle im matter ,Neutral
So we come dey look wetin Bible talk about why e no good to carry shoulder ,Neutral
We do this one for some time when I dey study am . Bible come dey help Graham see the kind person wey e be ,Neutral
E come see sey e dey carry shoulder . And e come know sey im problem na how e dey see the matter . E start to change ,Negative
E come dey go meeting everytime ,Positive
E sey ,Neutral
But make dem dey use free mind do the work ,Neutral
( b ) Wetin we go learn for the next topic ?,Neutral
How papa and mama fit train their children to follow Jehovah way ?,Neutral
( Read Hebrews 12 : 5 - 11 . ),Neutral
Wetin go help pikin know how to control imself ?,Neutral
4 ,Neutral
If we want dey study Bible well ,Neutral
One brother talk sey : “ I like the way my papa and mama take train me .,Neutral
( b ) Wetin one sister and im husband gain as dem follow wetin Jehovah talk ?,Positive
E make me see sey the matter no dey our hand again ,Positive
( b ) How we go take make elders enjoy their work ?,Neutral
So I come go meet dem ,Neutral
Dem tell me better word wey make me strong . And no matter how the elders dey busy reach ,Positive
Because of wetin don happen for my life ,Neutral
But Jehovah don use elders and people for congregation to help me see sey e love me . E don do this one many times .,Neutral
I pray make I continue to hold Jehovah tight . ”,Negative
If you start to do good thing ,Neutral
But if you no start to do good thing ,Neutral
1 : 24 - 31 ) So make we “ listen to correction ” so that we go “ get sense . ”,Positive
People for the whole world want freedom .,Positive
15 Make We Dey Encourage People Like Jehovah,Positive
“ If the Son make una free ,Positive
( Read 1 Chronicles 29 : 11 ,Neutral
To fit enjoy wetin ‘ good ,Positive
If dem no obey am ,Neutral
Like that pilot ,Positive
E sey : “ If una continue to dey do wetin I dey tell una ,Neutral
Why the freedom wey Jesus talk about fit make us “ really dey free ” ?,Neutral
( Read Romans 7 : 21 - 25 . ),Neutral
( Read Romans 8 : 1 ,Positive
( c ) Which question we go talk about ?,Neutral
( Check under INTERVIEWS AND EXPERIENCES > ENDURING TRIALS . ),Neutral
We dey free to do anything ,Neutral
Wetin we learn from the example of Noah and im family ?,Neutral
5 : 16 ) Think about wetin Noah and im family do .,Neutral
Bible tell us sey : “ Noah come do all the things wey God command am .,Neutral
Wetin God sey make we do today ?,Negative
( Read Luke 4 : 18 ,Neutral
I don understand wetin dey James 4 : 8 pass before . That place talk sey : ‘ Make una come near God and im go near una . ’,Neutral
I don see wetin go make me happy for life and na wetin I don dey find be this . ”,Neutral
Husband and wife wey be special pioneer dey preach for one village wey near the city of Balykchy,Positive
( b ) How Jehovah take give im Son mind ?,Neutral
I go make you strong ,Positive
Come follow your oga enjoy . ” ( Matt .,Neutral
How Hezekiah take help im men and im people ?,Neutral
How Peter take ‘ make im brothers strong ’ ?,Positive
But I don pray for you so that you no go stop to get faith . When you come back ,Negative
Who we fit encourage today ,Neutral
How elders fit give correction so that e go help people ?,Neutral
Papa and mama ,Neutral
Some of the things wey dey happen to me don happen to am before . As I hear im story ,Neutral
King Solomon write for Bible sey : “ Word wey person talk for the correct time ,Neutral
Smile dey make person heart happy . Good news dey give person power . ” ( Prov . 15 : 23 ,Positive
You don make me happy well well because of the things wey you do ,Positive
Apostle Paul talk sey : “ God no dey do bad ,Positive
6 : 10 ) You no too small to plan wetin you want use your life do for Jehovah .,Neutral
Proverbs 21 : 5 talk sey : “ The plan of person wey dey work hard go succeed . ”,Positive
If you quick plan better thing wey you want use your life do ,Positive
If to sey I go study law for university ,Positive
17 ,Positive
E dey for one small town wey the name na Liberty ,Neutral
After they born me ,Neutral
THAT time ,Negative
Small - small farm plenty around our town ,Neutral
E de carry us go Baptist church every Sunday .,Neutral
That time ,Negative
But this time they invite me for one small meeting wey the name na Congregation Book Study . Na for their house them de do this meeting .,Neutral
So I tell them say I go think about - am .,Negative
They sabi many things for Bible !,Neutral
I don ask my mama about Jehovah Witness people before . E answer me say ,Neutral
But ,Positive
The next year for 1958 ,Neutral
That time e dey very special and e still dey special today .,Neutral
We marry for February 1959 .,Neutral
One brother interview us ,Neutral
E tell us say Bethel no de take married people that time .,Positive
Most of the work wey we do ,Neutral
Every week ,Positive
But na the condition that time force them make them de think and do things like that .,Positive
We really enjoy the time wey we spend with our brothers and sisters ,Neutral
And I study Bible with e daughter and husband .,Neutral
The woman and e daughter come baptize .,Negative
Some white brothers and sisters na our friends .,Neutral
That time ,Neutral
For 1962 ,Neutral
And one telephone company for Pine Bluff don interview me whether they go give me work .,Neutral
If they give me ,Neutral
I no get money to travel go the school for New York .,Neutral
The sister tell me say ,Neutral
Make my wife talk the thing wey e de remember about our life for Pine Bluff : “ I really like the place !,Positive
For morning ,Neutral
When we dey Pine Bluff de pioneer ,Positive
Na the same time they send we and Brother Leon Weaver go circuit work . Now e de serve as the coordinator of the United States Branch Committee .,Neutral
Fear catch me when they change my assignment to circuit overseer .,Neutral
When I start to serve congregations ,Neutral
That time ,Positive
I remember when I tell my wife say ,Neutral
One day the KKK people march for one town wey we de serve for Tennessee .,Neutral
The next month ,Neutral
Gloria dey special when I marry - am ,Neutral
Then for 1999 ,Neutral
Isaiah 32 : 17 talk say : “ The result of wetin really correct na peace . And wetin really correct go bring rest of mind and protection forever . ”,Positive
Number two ,Neutral
If the people welcome wuna ,Positive
So I greet the woman for that language .,Neutral
E surprise ,Positive
With respect I tell the woman say ,Positive
So e call the Ambassador . When the man come see me ,Neutral
After that one ,Positive
“ But that one for fine soil na people wey them . . . de endure as them de produce fruit . ” ​ — LUKE 8 : 15 .,Neutral
Wetin go help us endure as we de preach ?,Neutral
( Check the first picture . ) ( b ) Wetin Jesus talk when e de preach for e own village ?,Positive
The other one talk say : “ As they no tire to preach ,Neutral
Which three question we go talk about ,Neutral
But no other work better pass this one . ”,Positive
Read John 15 : 1 - 5 ,Neutral
Na to preach the good news about the Kingdom of God .,Neutral
Read Luke 8 : 5 - 8 ,Neutral
How we de “ endure as we de produce fruit ” ?,Positive
E talk say : “ The thing wey my heart really want for them and wetin I de beg God be say ,Neutral
When we come back ,Neutral
Wetin make you decide say you no go tire to preach ?,Neutral
“ Make wuna continue to produce plenty fruit and de show say wuna be my disciples ,Neutral
( Read John 15 : 1 ,Neutral
Jesus tell them say : “ Make wuna continue to produce plenty fruit ,Neutral
( b ) How you de feel as God give you chance to tell people about e name ?,Neutral
This one de make me want continue to preach . ”,Neutral
( a ) As John 15 : 9 ,Neutral
Wetin we go do if we want make Jesus continue to love us ?,Neutral
Bible talk say Noah “ preach about wetin good . ”,Neutral
( Read 2 Peter 2 : 5 . ),Positive
( a ) As Matthew 22 : 39 talk - am ,Neutral
They need to hear the good news . ”,Neutral
13 ,Neutral
( a ) Which gift John 14 : 27 talk about ?,Positive
( a ) Which gift John 15 : 15 talk about ?,Neutral
( b ) Wetin go help the apostles continue to be friends with Jesus ?,Neutral
( Read John 15 : 14 - 16 . ),Neutral
We fit dey sure say Jehovah de answer our prayer ,Neutral
© 2018 Watch Tower Bible and Tract Society of Pennsylvania,Neutral
Apostle Peter write say Satan the Devil be like “ lion wey e de shout . ” Apostle John write say Satan na “ snake ” and “ dragon . ” ( 1 Pet .,Positive
They go help us so that we go fight and win Satan .,Neutral
18 : 11 ) Because people believe this lie ,Neutral
E good make we know things about our enemy ,Neutral
( 1 John 2 : 14 ) If we no gree for Satan ,Neutral
Wetin be the different - different part of the uniform wey Bible say make we wear ?,Neutral
My papa ,Neutral
But plenty gain dey : Your heart go strong pass before ,Neutral
The belt wey be truth ( Check paragraph 3 - 5 ),Neutral
E really make - am hard me to do wetin Jehovah want ,Positive
Some of my friends begin take bad drugs ,Neutral
See how their life come be !,Neutral
E talk say : “ I de remind myself say I be Jehovah Witness and say temptation na one of the way Satan de use attack me .,Neutral
I de happy when I win any fight . ”,Negative
The iron for chest wey be righteousness ( Check paragraph 6 - 8 ),Neutral
Now l de enjoy to tell other young people the good news . ”,Positive
Then I go fit think which thing go help them .,Positive
When I prepare ,Positive
I de try make I read all our books wey they write for young people .,Positive
When I do like that ,Neutral
Make wuna leg ready to tell people the good news ( Check paragraph 9 - 11 ),Positive
Wetin be some arrows wey Satan de use shoot us ?,Positive
But now ,Neutral
E no easy ,Neutral
And brothers and sisters don really help me .,Neutral
Anytime wey I come from meeting ,Negative
The big shield wey be faith ( Check paragraph 12 - 14 ),Neutral
The helmet wey go save us ( Check paragraph 15 - 18 ),Neutral
I don see say people de listen when they notice say you really like wetin dey Bible ,Positive
The sword of the spirit ( Check paragraph 19 - 20 ),Neutral
We fit fight and win Satan because Jehovah de help us !,Positive
E still talk about the kind work wey endurance go finish for our life .,Neutral
How Jephthah and im pikin example fit help us mek we no dey do the bad things wey people dey do ?,Neutral
Which Bible verse fit help you settle any problem wey you get with person ?,Positive
How the things wey you don learn from this study fit help you leave anything because of God work ?,Neutral
Wetin be the thing wey hard Jephthah and im pikin ?,Neutral
Wetin we go fit learn from Jephthah and im pikin ?,Neutral
4 ,Neutral
( b ) Wetin Psalm 106 talk sey happen to Israel people because dem no do wetin Jehovah tell dem ?,Neutral
Which kind bad things people dey do today ,Neutral
( a ) Wetin Jephthah people do am ?,Neutral
8 ,Neutral
( b ) Wetin be the thing wey dey Jephthah mind ?,Positive
Wetin we go do if our brother or sister for congregaton do wetin pain us ?,Neutral
Wetin Jephthah promise Jehovah ,Positive
How the thing wey Jephthah talk for Judges 11 : 35 take show sey e get faith ?,Neutral
Wetin many of Jehovah people don promise am ,Neutral
Wetin Jephthah pikin do when im papa tell am wetin e promise Jehovah ?,Neutral
( a ) Wetin we go fit do to show sey we get the kind faith wey Jephthah and im pikin get ?,Positive
( b ) Wetin Hebrews 6 : ​ 10 - 12 talk wey mek you feel sey you fit leave things wey you like because of Jehovah work ?,Neutral
( Read Hebrews 6 : 10 - 12 . ),Neutral
Wetin we don learn from wetin Bible tell us about Jephthah and im pikin ? How we fit do like dem ?,Neutral
When Bible talk sey ‘ mek endurance finish im work ’ ,Neutral
1 ,Neutral
( Check the first picture . ) ( b ) With wetin Jesus talk for Luke 21 : 19 ,Negative
The enemy dem wey we dey fight na Satan ,Neutral
Wetin we fit learn from people wey don endure ?,Neutral
Why we fit talk sey na love dey mek us endure ?,Neutral
( Read 1 Corinthians 13 : 4 ,Neutral
( Luke 22 : 41 ,Positive
Why e be sey na only Jehovah fit help us endure ?,Neutral
Jehovah na the God wey dey help us endure .,Positive
As Jehovah promise for Bible ,Positive
( Read 1 Corinthians 10 : 13 . ),Neutral
If we want endure ,Neutral
8 ,Neutral
( b ) If you get problem ,Neutral
( Job 2 : 4 ,Neutral
Why e good mek we learn about the story of ‘ people wey don endure ’ ?,Neutral
Wetin we fit learn from how the cherub take do their work for Eden ?,Neutral
Wetin help Job fit endure all im problem ?,Neutral
Job come live long life wey e really enjoy . — Job 42 : 10 ,Neutral
As 2 Corinthians 1 : 6 talk ,Positive
( Read 2 Corinthians 1 : 6 . ),Positive
15 ,Neutral
( b ) Give example wey go show how we fit let ‘ endurance finish im work ’ for our life .,Neutral
To bear problem dey mek us be better Christian ( Check paragraph 15 ,Neutral
17 ,Positive
Because I dey sure sey nothing ,Neutral
[ 1 ] ( paragraph 11 ) E go still help you ,Neutral
[ 2 ] ( paragraph 12 ) Bible no talk how many cherub God send come do this work for Eden .,Positive
‘ Dem no stop to dey use all their time take . . . dey gather together . ’ — ACTS 2 : 42 .,Positive
how other brothers and sisters dey feel when dem dey see us for meeting .,Positive
1 - 3 . ( a ) Wetin Christian dem don do to show sey dem like to dey gather together ?,Neutral
( Check the first picture . ) ( b ) Wetin we go learn for this topic ?,Neutral
Wetin we learn for the meeting really make us happy and e make our faith strong . ”,Neutral
How our meeting take dey help us learn about Jehovah ?,Neutral
How our meeting don take teach you how to do wetin Bible talk and how to fit preach well ?,Positive
How our meeting take dey help us and dey make us dey strong ?,Neutral
( Read Acts 15 : ​ 30 - 32 . ),Neutral
Why e dey good mek we no dey miss our meeting ?,Positive
How e be sey if we dey go meeting ,Neutral
( Still check wetin dey the box “ Na After Meeting George Dey Happy Pass . ” ),Positive
9 ,Neutral
“ E NEVER tey ,Positive
But if I fit go Kingdom Hall ,Neutral
Even though sey I go meeting with serious pain for my leg ,Negative
“ The time wey I first hear song number 68 ,Neutral
The thing wey I dey put for ear wey dey help me hear well ,Neutral
Why we fit talk sey we dey give Jehovah wetin we suppose give am when we go meeting ?,Positive
How e dey do Jehovah for body ,Neutral
How our meeting take dey help us near Jehovah and Jesus ?,Neutral
How we go show sey we dey do wetin Jehovah talk about our meeting ?,Neutral
16 ,Neutral
( b ) Wetin Brother George Gangas talk about our meeting ?,Neutral
I dey like to dey among people wey first come Kingdom Hall and people wey comot last ,Neutral
E dey sweet me for mind anytime I dey follow brothers and sisters talk .,Neutral
My mind dey always come down when I dey with dem and e dey be like sey I don already dey paradise . ”,Positive
Wetin you think about our meeting ,Positive
[ 2 ] ( paragraph 3 ) Check wetin dey the box “ Why E Good Mek We No Dey Miss Our Meeting . ”,Neutral
Na there Jehovah Witness people dey preach to dem,Neutral
The convent for Zaragoza ,Neutral
But I no know whether na the correct thing I dey do .,Positive
I remember when I pray sey ,Neutral
Wetin my church members and my family people go talk ? ”,Positive
I come answer am sey : “ And wetin God go talk ? ”,Neutral
